100-2a05 963.324
100-60e2 812.622
100-30e8 845.893
100-e3d3 922.924
100-94f8 1325.274
100-4596 1241.01
100-678a 1025.952
100-0a91 825.648
100-0e1d 930.556
100-a5fa 1174.91
100-2534 850.7
100-ae1f 784.628
100-0539 887.979
100-ad35 658.927
